reg;semaine;cl_age90;Nb_tests_PCR_TA_crible;Prc_tests_PCR_TA_crible;Nb_susp_501Y_V1;Prc_susp_501Y_V1;Nb_susp_501Y_V2_3;Prc_susp_501Y_V2_3;Nb_susp_IND;Prc_susp_IND;Nb_susp_ABS;Prc_susp_ABS
24;2021-04-05-2021-04-11;89;171;74;141;82.5;0;0;19;11.1;11;6.4
24;2021-04-05-2021-04-11;90;73;68.9;59;80.8;0;0;7;9.6;7;9.6
24;2021-04-06-2021-04-12;09;237;61.6;190;80.2;3;1.3;30;12.7;14;5.9
24;2021-04-06-2021-04-12;19;826;61.1;703;85.1;10;1.2;74;9;39;4.7
24;2021-04-06-2021-04-12;29;871;57;727;83.5;16;1.8;93;10.7;35;4
24;2021-04-06-2021-04-12;39;876;58.6;720;82.2;15;1.7;91;10.4;50;5.7
24;2021-04-06-2021-04-12;49;948;59.7;776;81.9;20;2.1;94;9.9;58;6.1
24;2021-04-06-2021-04-12;59;881;60;745;84.6;22;2.5;70;7.9;44;5
24;2021-04-06-2021-04-12;69;579;61.5;472;81.5;9;1.6;59;10.2;39;6.7
24;2021-04-06-2021-04-12;79;353;64.4;275;77.9;12;3.4;44;12.5;22;6.2
24;2021-04-06-2021-04-12;89;207;72.1;169;81.6;0;0;26;12.6;12;5.8
24;2021-04-06-2021-04-12;90;82;68.3;66;80.5;0;0;9;11;7;8.5
24;2021-04-07-2021-04-13;09;217;62.2;176;81.1;3;1.4;25;11.5;13;6
24;2021-04-07-2021-04-13;19;795;61.3;670;84.3;9;1.1;73;9.2;43;5.4
24;2021-04-07-2021-04-13;29;816;56.7;664;81.4;19;2.3;102;12.5;31;3.8
24;2021-04-07-2021-04-13;39;836;57.8;692;82.8;16;1.9;86;10.3;42;5
24;2021-04-07-2021-04-13;49;907;60.8;737;81.3;22;2.4;96;10.6;52;5.7
24;2021-04-07-2021-04-13;59;838;59.6;700;83.5;19;2.3;76;9.1;43;5.1
24;2021-04-07-2021-04-13;69;549;61.4;447;81.4;9;1.6;57;10.4;36;6.6
24;2021-04-07-2021-04-13;79;334;64.5;260;77.8;13;3.9;41;12.3;20;6
24;2021-04-07-2021-04-13;89;186;67.6;153;82.3;0;0;22;11.8;11;5.9
24;2021-04-07-2021-04-13;90;84;70.6;71;84.5;0;0;7;8.3;6;7.1
24;2021-04-08-2021-04-14;09;210;61.9;168;80;3;1.4;25;11.9;14;6.7
24;2021-04-08-2021-04-14;19;774;59.7;647;83.6;11;1.4;74;9.6;42;5.4
24;2021-04-08-2021-04-14;29;752;55.7;601;79.9;18;2.4;107;14.2;26;3.5
24;2021-04-08-2021-04-14;39;795;56.9;654;82.3;19;2.4;88;11.1;34;4.3
24;2021-04-08-2021-04-14;49;880;60.9;722;82;22;2.5;90;10.2;46;5.2
24;2021-04-08-2021-04-14;59;802;58.2;673;83.9;14;1.7;77;9.6;38;4.7
24;2021-04-08-2021-04-14;69;537;60.9;441;82.1;11;2;54;10.1;31;5.8
24;2021-04-08-2021-04-14;79;311;61.7;242;77.8;12;3.9;41;13.2;16;5.1
24;2021-04-08-2021-04-14;89;182;68.2;145;79.7;1;0.5;27;14.8;9;4.9
24;2021-04-08-2021-04-14;90;81;69.2;65;80.2;0;0;8;9.9;8;9.9
24;2021-04-09-2021-04-15;09;209;61.7;173;82.8;2;1;25;12;9;4.3
24;2021-04-09-2021-04-15;19;759;57.9;633;83.4;11;1.4;77;10.1;38;5
24;2021-04-09-2021-04-15;29;705;53;566;80.3;18;2.6;102;14.5;19;2.7
24;2021-04-09-2021-04-15;39;753;56.4;616;81.8;21;2.8;86;11.4;30;4
24;2021-04-09-2021-04-15;49;832;58.9;689;82.8;20;2.4;84;10.1;39;4.7
24;2021-04-09-2021-04-15;59;771;57.2;658;85.3;11;1.4;78;10.1;24;3.1
24;2021-04-09-2021-04-15;69;509;58.2;433;85.1;9;1.8;45;8.8;22;4.3
24;2021-04-09-2021-04-15;79;318;61.5;250;78.6;11;3.5;44;13.8;13;4.1
24;2021-04-09-2021-04-15;89;175;67.6;138;78.9;1;0.6;31;17.7;5;2.9
24;2021-04-09-2021-04-15;90;76;67.9;62;81.6;0;0;7;9.2;7;9.2
24;2021-04-10-2021-04-16;09;193;61.1;156;80.8;2;1;25;13;10;5.2
24;2021-04-10-2021-04-16;19;735;57.3;609;82.9;12;1.6;79;10.7;35;4.8
24;2021-04-10-2021-04-16;29;707;53.5;565;79.9;18;2.5;106;15;18;2.5
24;2021-04-10-2021-04-16;39;743;55.8;609;82;23;3.1;85;11.4;26;3.5
24;2021-04-10-2021-04-16;49;796;58.3;671;84.3;18;2.3;73;9.2;34;4.3
24;2021-04-10-2021-04-16;59;762;57.9;655;86;13;1.7;69;9.1;25;3.3
24;2021-04-10-2021-04-16;69;505;56.9;433;85.7;13;2.6;41;8.1;18;3.6
24;2021-04-10-2021-04-16;79;327;61.9;260;79.5;11;3.4;43;13.1;13;4
24;2021-04-10-2021-04-16;89;176;67.7;137;77.8;1;0.6;32;18.2;6;3.4
24;2021-04-10-2021-04-16;90;84;70.6;70;83.3;0;0;7;8.3;7;8.3
24;2021-04-11-2021-04-17;09;187;60.7;154;82.4;2;1.1;23;12.3;8;4.3
24;2021-04-11-2021-04-17;19;702;56.8;576;82.1;9;1.3;81;11.5;36;5.1
24;2021-04-11-2021-04-17;29;697;54.3;562;80.6;18;2.6;98;14.1;19;2.7
24;2021-04-11-2021-04-17;39;730;56.8;612;83.8;19;2.6;75;10.3;24;3.3
24;2021-04-11-2021-04-17;49;777;58.4;655;84.3;19;2.4;71;9.1;32;4.1
24;2021-04-11-2021-04-17;59;750;57.9;639;85.2;14;1.9;70;9.3;27;3.6
24;2021-04-11-2021-04-17;69;497;56.9;424;85.3;15;3;38;7.6;20;4
24;2021-04-11-2021-04-17;79;327;61.7;264;80.7;9;2.8;42;12.8;12;3.7
24;2021-04-11-2021-04-17;89;174;67.2;136;78.2;3;1.7;30;17.2;5;2.9
24;2021-04-11-2021-04-17;90;86;70.5;71;82.6;0;0;8;9.3;7;8.1
24;2021-04-12-2021-04-18;09;189;61.8;155;82;2;1.1;24;12.7;8;4.2
24;2021-04-12-2021-04-18;19;699;57;576;82.4;9;1.3;78;11.2;36;5.2
24;2021-04-12-2021-04-18;29;686;53.8;551;80.3;19;2.8;97;14.1;19;2.8
24;2021-04-12-2021-04-18;39;729;56.7;613;84.1;18;2.5;75;10.3;23;3.2
24;2021-04-12-2021-04-18;49;778;58.3;653;83.9;19;2.4;75;9.6;31;4
24;2021-04-12-2021-04-18;59;745;57.7;638;85.6;14;1.9;66;8.9;27;3.6
24;2021-04-12-2021-04-18;69;506;57.7;431;85.2;15;3;40;7.9;20;4
24;2021-04-12-2021-04-18;79;322;62.2;261;81.1;9;2.8;39;12.1;13;4
24;2021-04-12-2021-04-18;89;174;66.7;137;78.7;3;1.7;28;16.1;6;3.4
24;2021-04-12-2021-04-18;90;89;70.1;74;83.1;0;0;8;9;7;7.9
24;2021-04-13-2021-04-19;09;196;62.2;159;81.1;1;0.5;28;14.3;8;4.1
24;2021-04-13-2021-04-19;19;704;57.3;587;83.4;7;1;80;11.4;30;4.3
24;2021-04-13-2021-04-19;29;687;54.4;558;81.2;22;3.2;86;12.5;21;3.1
24;2021-04-13-2021-04-19;39;700;55.1;588;84;19;2.7;72;10.3;21;3
24;2021-04-13-2021-04-19;49;789;58.2;666;84.4;16;2;80;10.1;27;3.4
24;2021-04-13-2021-04-19;59;750;58.1;645;86;13;1.7;67;8.9;25;3.3
24;2021-04-13-2021-04-19;69;512;59.5;435;85;18;3.5;39;7.6;20;3.9
24;2021-04-13-2021-04-19;79;310;60.7;255;82.3;5;1.6;36;11.6;14;4.5
24;2021-04-13-2021-04-19;89;167;67.1;134;80.2;3;1.8;24;14.4;6;3.6
24;2021-04-13-2021-04-19;90;99;69.7;82;82.8;0;0;8;8.1;9;9.1
24;2021-04-14-2021-04-20;09;190;60.5;154;81.1;1;0.5;27;14.2;8;4.2
24;2021-04-14-2021-04-20;19;684;56.2;572;83.6;6;0.9;79;11.5;27;3.9
24;2021-04-14-2021-04-20;29;681;53.6;549;80.6;18;2.6;92;13.5;22;3.2
24;2021-04-14-2021-04-20;39;677;54.8;553;81.7;20;3;79;11.7;25;3.7
24;2021-04-14-2021-04-20;49;736;57.3;619;84.1;13;1.8;77;10.5;27;3.7
24;2021-04-14-2021-04-20;59;739;59.2;625;84.6;11;1.5;80;10.8;23;3.1
24;2021-04-14-2021-04-20;69;506;58.6;426;84.2;20;4;43;8.5;17;3.4
24;2021-04-14-2021-04-20;79;314;62.3;245;78;10;3.2;44;14;15;4.8
24;2021-04-14-2021-04-20;89;159;68.8;124;78;3;1.9;25;15.7;7;4.4
24;2021-04-14-2021-04-20;90;89;67.4;72;80.9;1;1.1;8;9;8;9
24;2021-04-15-2021-04-21;09;191;61.4;151;79.1;0;0;31;16.2;9;4.7
24;2021-04-15-2021-04-21;19;666;55.3;545;81.8;7;1.1;88;13.2;26;3.9
24;2021-04-15-2021-04-21;29;674;52.2;539;80;17;2.5;99;14.7;19;2.8
24;2021-04-15-2021-04-21;39;658;53.8;529;80.4;18;2.7;86;13.1;25;3.8
24;2021-04-15-2021-04-21;49;698;56.3;576;82.5;13;1.9;84;12;25;3.6
24;2021-04-15-2021-04-21;59;716;59.3;590;82.4;13;1.8;89;12.4;24;3.4
24;2021-04-15-2021-04-21;69;485;56.7;393;81;20;4.1;56;11.5;16;3.3
24;2021-04-15-2021-04-21;79;304;62.6;239;78.6;9;3;41;13.5;15;4.9
24;2021-04-15-2021-04-21;89;170;68.8;129;75.9;5;2.9;30;17.6;6;3.5
24;2021-04-15-2021-04-21;90;85;63.4;68;80;2;2.4;10;11.8;5;5.9
24;2021-04-16-2021-04-22;09;192;63.4;149;77.6;0;0;36;18.8;7;3.6
24;2021-04-16-2021-04-22;19;657;55.5;532;81;11;1.7;89;13.5;25;3.8
24;2021-04-16-2021-04-22;29;666;51.7;521;78.2;22;3.3;102;15.3;21;3.2
24;2021-04-16-2021-04-22;39;637;52.5;507;79.6;18;2.8;86;13.5;26;4.1
24;2021-04-16-2021-04-22;49;683;56.6;565;82.7;17;2.5;80;11.7;21;3.1
24;2021-04-16-2021-04-22;59;685;59.6;558;81.5;12;1.8;91;13.3;24;3.5
24;2021-04-16-2021-04-22;69;449;55.6;364;81.1;20;4.5;50;11.1;15;3.3
24;2021-04-16-2021-04-22;79;280;61.9;218;77.9;10;3.6;37;13.2;15;5.4
24;2021-04-16-2021-04-22;89;170;68;133;78.2;7;4.1;25;14.7;5;2.9
24;2021-04-16-2021-04-22;90;95;66.4;79;83.2;2;2.1;9;9.5;5;5.3
24;2021-04-17-2021-04-23;09;194;64.5;152;78.4;0;0;37;19.1;5;2.6
24;2021-04-17-2021-04-23;19;603;53.1;488;80.9;12;2;82;13.6;21;3.5
24;2021-04-17-2021-04-23;29;618;48.9;489;79.1;20;3.2;89;14.4;20;3.2
24;2021-04-17-2021-04-23;39;596;51.5;470;78.9;18;3;83;13.9;25;4.2
24;2021-04-17-2021-04-23;49;652;56.1;528;81;21;3.2;85;13;18;2.8
24;2021-04-17-2021-04-23;59;670;58;540;80.6;12;1.8;98;14.6;20;3
24;2021-04-17-2021-04-23;69;433;55.7;342;79;14;3.2;59;13.6;18;4.2
24;2021-04-17-2021-04-23;79;270;60.8;208;77;13;4.8;39;14.4;10;3.7
24;2021-04-17-2021-04-23;89;168;65.6;130;77.4;7;4.2;27;16.1;4;2.4
24;2021-04-17-2021-04-23;90;86;61.9;69;80.2;2;2.3;10;11.6;5;5.8
24;2021-04-18-2021-04-24;09;191;65.6;147;77;0;0;39;20.4;5;2.6
24;2021-04-18-2021-04-24;19;597;52.6;483;80.9;13;2.2;81;13.6;20;3.4
24;2021-04-18-2021-04-24;29;617;49.2;483;78.3;18;2.9;96;15.6;20;3.2
24;2021-04-18-2021-04-24;39;566;49.5;437;77.2;18;3.2;85;15;26;4.6
24;2021-04-18-2021-04-24;49;652;56.1;523;80.2;22;3.4;88;13.5;19;2.9
24;2021-04-18-2021-04-24;59;658;57.2;536;81.5;10;1.5;95;14.4;17;2.6
24;2021-04-18-2021-04-24;69;438;56.4;346;79;13;3;62;14.2;17;3.9
24;2021-04-18-2021-04-24;79;263;60.7;205;77.9;14;5.3;35;13.3;9;3.4
24;2021-04-18-2021-04-24;89;170;66.9;130;76.5;6;3.5;29;17.1;5;2.9
24;2021-04-18-2021-04-24;90;87;62.6;69;79.3;2;2.3;10;11.5;6;6.9
24;2021-04-19-2021-04-25;09;193;65.4;149;77.2;0;0;39;20.2;5;2.6
24;2021-04-19-2021-04-25;19;597;52.6;482;80.7;13;2.2;82;13.7;20;3.4
24;2021-04-19-2021-04-25;29;627;49.8;488;77.8;18;2.9;101;16.1;20;3.2
24;2021-04-19-2021-04-25;39;561;49.6;435;77.5;18;3.2;82;14.6;26;4.6
24;2021-04-19-2021-04-25;49;645;56.1;522;80.9;22;3.4;82;12.7;19;2.9
24;2021-04-19-2021-04-25;59;657;57.3;532;81;10;1.5;98;14.9;17;2.6
24;2021-04-19-2021-04-25;69;430;55.6;340;79.1;13;3;60;14;17;4
24;2021-04-19-2021-04-25;79;260;60.3;204;78.5;14;5.4;34;13.1;8;3.1
24;2021-04-19-2021-04-25;89;164;67.2;126;76.8;6;3.7;28;17.1;4;2.4
24;2021-04-19-2021-04-25;90;84;61.8;66;78.6;2;2.4;10;11.9;6;7.1
24;2021-04-20-2021-04-26;09;175;62.9;134;76.6;0;0;37;21.1;4;2.3
24;2021-04-20-2021-04-26;19;558;52.5;436;78.1;15;2.7;87;15.6;20;3.6
24;2021-04-20-2021-04-26;29;583;48.2;444;76.2;18;3.1;108;18.5;13;2.2
24;2021-04-20-2021-04-26;39;541;51;427;78.9;16;3;78;14.4;20;3.7
24;2021-04-20-2021-04-26;49;576;54.8;463;80.4;24;4.2;75;13;14;2.4
24;2021-04-20-2021-04-26;59;620;55.5;486;78.4;15;2.4;101;16.3;18;2.9
24;2021-04-20-2021-04-26;69;402;53.2;319;79.4;10;2.5;57;14.2;16;4
24;2021-04-20-2021-04-26;79;245;59.3;189;77.1;12;4.9;38;15.5;6;2.4
24;2021-04-20-2021-04-26;89;164;65.3;125;76.2;7;4.3;29;17.7;3;1.8
24;2021-04-20-2021-04-26;90;78;60.5;62;79.5;3;3.8;9;11.5;4;5.1
24;2021-04-21-2021-04-27;09;178;62.5;135;75.8;1;0.6;38;21.3;4;2.2
24;2021-04-21-2021-04-27;19;539;52.2;422;78.3;18;3.3;83;15.4;16;3
24;2021-04-21-2021-04-27;29;564;48.6;440;78;21;3.7;90;16;13;2.3
24;2021-04-21-2021-04-27;39;511;50.8;399;78.1;15;2.9;77;15.1;20;3.9
24;2021-04-21-2021-04-27;49;568;54.5;460;81;26;4.6;68;12;14;2.5
24;2021-04-21-2021-04-27;59;576;54.3;456;79.2;17;3;85;14.8;18;3.1
24;2021-04-21-2021-04-27;69;391;54.8;308;78.8;10;2.6;56;14.3;17;4.3
24;2021-04-21-2021-04-27;79;229;57.7;184;80.3;7;3.1;36;15.7;2;0.9
24;2021-04-21-2021-04-27;89;171;64;130;76;7;4.1;30;17.5;4;2.3
24;2021-04-21-2021-04-27;90;80;63;61;76.2;2;2.5;11;13.8;6;7.5
24;2021-04-22-2021-04-28;09;164;60.1;124;75.6;1;0.6;36;22;3;1.8
24;2021-04-22-2021-04-28;19;529;53.5;418;79;19;3.6;76;14.4;16;3
24;2021-04-22-2021-04-28;29;564;50.5;442;78.4;26;4.6;83;14.7;13;2.3
24;2021-04-22-2021-04-28;39;486;50.5;381;78.4;15;3.1;70;14.4;20;4.1
24;2021-04-22-2021-04-28;49;551;52.4;440;79.9;26;4.7;71;12.9;14;2.5
24;2021-04-22-2021-04-28;59;530;52.9;428;80.8;17;3.2;69;13;16;3
24;2021-04-22-2021-04-28;69;368;54.8;299;81.2;8;2.2;46;12.5;15;4.1
24;2021-04-22-2021-04-28;79;217;57;172;79.3;11;5.1;32;14.7;2;0.9
24;2021-04-22-2021-04-28;89;158;63.5;126;79.7;5;3.2;22;13.9;5;3.2
24;2021-04-22-2021-04-28;90;84;68.3;62;73.8;5;6;11;13.1;6;7.1
24;2021-04-23-2021-04-29;09;150;57.5;113;75.3;1;0.7;33;22;3;2
24;2021-04-23-2021-04-29;19;497;53.9;393;79.1;16;3.2;72;14.5;16;3.2
24;2021-04-23-2021-04-29;29;539;50.4;413;76.6;21;3.9;90;16.7;15;2.8
24;2021-04-23-2021-04-29;39;468;50.2;361;77.1;17;3.6;71;15.2;19;4.1
24;2021-04-23-2021-04-29;49;520;52.5;410;78.8;21;4;72;13.8;17;3.3
24;2021-04-23-2021-04-29;59;507;51.6;410;80.9;16;3.2;65;12.8;16;3.2
24;2021-04-23-2021-04-29;69;349;55;278;79.7;6;1.7;49;14;16;4.6
24;2021-04-23-2021-04-29;79;216;57.3;169;78.2;11;5.1;34;15.7;2;0.9
24;2021-04-23-2021-04-29;89;142;61.5;110;77.5;3;2.1;24;16.9;5;3.5
24;2021-04-23-2021-04-29;90;76;61.3;53;69.7;5;6.6;12;15.8;6;7.9
24;2021-04-24-2021-04-30;09;150;56;109;72.7;2;1.3;33;22;6;4
24;2021-04-24-2021-04-30;19;492;54.5;384;78;17;3.5;74;15;17;3.5
24;2021-04-24-2021-04-30;29;548;52.1;407;74.3;25;4.6;99;18.1;17;3.1
24;2021-04-24-2021-04-30;39;459;50.3;357;77.8;15;3.3;67;14.6;20;4.4
24;2021-04-24-2021-04-30;49;486;51;374;77;24;4.9;70;14.4;18;3.7
24;2021-04-24-2021-04-30;59;490;52.4;397;81;18;3.7;62;12.7;13;2.7
24;2021-04-24-2021-04-30;69;351;56.1;285;81.2;9;2.6;43;12.3;14;4
24;2021-04-24-2021-04-30;79;208;57.8;159;76.4;10;4.8;36;17.3;3;1.4
24;2021-04-24-2021-04-30;89;142;63.1;111;78.2;3;2.1;19;13.4;9;6.3
24;2021-04-24-2021-04-30;90;70;64.2;51;72.9;5;7.1;9;12.9;5;7.1
24;2021-04-25-2021-05-01;09;139;55.6;100;71.9;2;1.4;31;22.3;6;4.3
24;2021-04-25-2021-05-01;19;459;56.1;359;78.2;16;3.5;68;14.8;16;3.5
24;2021-04-25-2021-05-01;29;509;52.6;379;74.5;26;5.1;89;17.5;15;2.9
24;2021-04-25-2021-05-01;39;433;52.5;337;77.8;14;3.2;65;15;17;3.9
24;2021-04-25-2021-05-01;49;439;51.4;336;76.5;25;5.7;62;14.1;16;3.6
24;2021-04-25-2021-05-01;59;458;53.8;370;80.8;19;4.1;56;12.2;13;2.8
24;2021-04-25-2021-05-01;69;321;55.9;261;81.3;8;2.5;39;12.1;13;4
24;2021-04-25-2021-05-01;79;192;57.5;145;75.5;9;4.7;35;18.2;3;1.6
24;2021-04-25-2021-05-01;89;133;62.7;104;78.2;2;1.5;17;12.8;10;7.5
24;2021-04-25-2021-05-01;90;65;61.9;48;73.8;5;7.7;8;12.3;4;6.2
24;2021-04-26-2021-05-02;09;137;55.9;98;71.5;2;1.5;31;22.6;6;4.4
24;2021-04-26-2021-05-02;19;459;56.1;360;78.4;16;3.5;67;14.6;16;3.5
24;2021-04-26-2021-05-02;29;503;52.1;378;75.1;25;5;85;16.9;15;3
24;2021-04-26-2021-05-02;39;436;52.5;339;77.8;14;3.2;66;15.1;17;3.9
24;2021-04-26-2021-05-02;49;437;51.2;335;76.7;25;5.7;61;14;16;3.7
24;2021-04-26-2021-05-02;59;459;53.9;373;81.3;19;4.1;54;11.8;13;2.8
24;2021-04-26-2021-05-02;69;322;56;261;81.1;8;2.5;40;12.4;13;4
24;2021-04-26-2021-05-02;79;194;57.2;146;75.3;9;4.6;36;18.6;3;1.5
24;2021-04-26-2021-05-02;89;137;61.7;108;78.8;2;1.5;17;12.4;10;7.3
24;2021-04-26-2021-05-02;90;66;62.9;49;74.2;5;7.6;8;12.1;4;6.1
24;2021-04-27-2021-05-03;09;154;57.2;113;73.4;3;1.9;31;20.1;7;4.5
24;2021-04-27-2021-05-03;19;471;56.3;374;79.4;16;3.4;62;13.2;19;4
24;2021-04-27-2021-05-03;29;515;54.3;390;75.7;24;4.7;83;16.1;18;3.5
24;2021-04-27-2021-05-03;39;421;52.2;329;78.1;12;2.9;60;14.3;20;4.8
24;2021-04-27-2021-05-03;49;469;53.4;352;75.1;27;5.8;72;15.4;18;3.8
24;2021-04-27-2021-05-03;59;443;55;372;84;18;4.1;42;9.5;11;2.5
24;2021-04-27-2021-05-03;69;314;60.5;250;79.6;9;2.9;42;13.4;13;4.1
24;2021-04-27-2021-05-03;79;179;57.9;134;74.9;10;5.6;32;17.9;3;1.7
24;2021-04-27-2021-05-03;89;127;62.3;99;78;1;0.8;15;11.8;12;9.4
24;2021-04-27-2021-05-03;90;64;62.7;49;76.6;4;6.2;8;12.5;3;4.7
24;2021-04-28-2021-05-04;09;157;57.1;118;75.2;2;1.3;29;18.5;8;5.1
24;2021-04-28-2021-05-04;19;474;57.2;359;75.7;19;4;71;15;25;5.3
24;2021-04-28-2021-05-04;29;526;55;401;76.2;25;4.8;85;16.2;15;2.9
24;2021-04-28-2021-05-04;39;422;53.6;337;79.9;15;3.6;54;12.8;16;3.8
24;2021-04-28-2021-05-04;49;462;54.2;343;74.2;26;5.6;75;16.2;18;3.9
24;2021-04-28-2021-05-04;59;433;54.9;363;83.8;18;4.2;46;10.6;6;1.4
24;2021-04-28-2021-05-04;69;291;59.6;238;81.8;9;3.1;33;11.3;11;3.8
24;2021-04-28-2021-05-04;79;171;60;125;73.1;11;6.4;30;17.5;5;2.9
24;2021-04-28-2021-05-04;89;118;62.1;91;77.1;2;1.7;13;11;12;10.2
24;2021-04-28-2021-05-04;90;60;59.4;49;81.7;4;6.7;6;10;1;1.7
24;2021-04-29-2021-05-05;09;160;56.5;120;75;2;1.2;31;19.4;7;4.4
24;2021-04-29-2021-05-05;19;482;57.5;359;74.5;17;3.5;82;17;24;5
24;2021-04-29-2021-05-05;29;518;55.7;390;75.3;25;4.8;88;17;15;2.9
24;2021-04-29-2021-05-05;39;431;55.4;348;80.7;18;4.2;51;11.8;14;3.2
24;2021-04-29-2021-05-05;49;464;56.9;352;75.9;25;5.4;68;14.7;19;4.1
24;2021-04-29-2021-05-05;59;443;56.7;371;83.7;15;3.4;50;11.3;7;1.6
24;2021-04-29-2021-05-05;69;267;59.2;213;79.8;11;4.1;30;11.2;13;4.9
24;2021-04-29-2021-05-05;79;165;60.4;122;73.9;7;4.2;31;18.8;5;3
24;2021-04-29-2021-05-05;89;110;62.1;86;78.2;2;1.8;11;10;11;10
24;2021-04-29-2021-05-05;90;48;54.5;41;85.4;0;0;5;10.4;2;4.2
24;2021-04-30-2021-05-06;09;178;59.3;132;74.2;4;2.2;35;19.7;7;3.9
24;2021-04-30-2021-05-06;19;486;58.8;360;74.1;21;4.3;83;17.1;22;4.5
24;2021-04-30-2021-05-06;29;513;58.2;403;78.6;23;4.5;77;15;10;1.9
24;2021-04-30-2021-05-06;39;434;57.9;361;83.2;15;3.5;48;11.1;10;2.3
24;2021-04-30-2021-05-06;49;438;55.9;335;76.5;26;5.9;65;14.8;12;2.7
24;2021-04-30-2021-05-06;59;432;57;364;84.3;14;3.2;48;11.1;6;1.4
24;2021-04-30-2021-05-06;69;269;62.1;215;79.9;12;4.5;34;12.6;8;3
24;2021-04-30-2021-05-06;79;155;60.5;118;76.1;5;3.2;27;17.4;5;3.2
24;2021-04-30-2021-05-06;89;115;63.2;89;77.4;3;2.6;10;8.7;13;11.3
24;2021-04-30-2021-05-06;90;44;57.1;40;90.9;0;0;3;6.8;1;2.3
24;2021-05-01-2021-05-07;09;205;62.5;158;77.1;5;2.4;37;18;5;2.4
24;2021-05-01-2021-05-07;19;490;60.9;363;74.1;18;3.7;86;17.6;23;4.7
24;2021-05-01-2021-05-07;29;489;57.8;391;80;20;4.1;70;14.3;8;1.6
24;2021-05-01-2021-05-07;39;436;60.2;359;82.3;17;3.9;50;11.5;10;2.3
24;2021-05-01-2021-05-07;49;440;58.2;349;79.3;18;4.1;59;13.4;14;3.2
24;2021-05-01-2021-05-07;59;412;57.3;342;83;10;2.4;52;12.6;8;1.9
24;2021-05-01-2021-05-07;69;248;62.8;200;80.6;10;4;30;12.1;8;3.2
24;2021-05-01-2021-05-07;79;147;60.2;114;77.6;5;3.4;23;15.6;5;3.4
24;2021-05-01-2021-05-07;89;119;64;89;74.8;4;3.4;15;12.6;11;9.2
24;2021-05-01-2021-05-07;90;47;59.5;40;85.1;0;0;5;10.6;2;4.3
24;2021-05-02-2021-05-08;09;205;61.9;158;77.1;5;2.4;37;18;5;2.4
24;2021-05-02-2021-05-08;19;490;61.1;364;74.3;18;3.7;85;17.3;23;4.7
24;2021-05-02-2021-05-08;29;479;58;383;80;19;4;68;14.2;9;1.9
24;2021-05-02-2021-05-08;39;445;60.8;367;82.5;17;3.8;51;11.5;10;2.2
24;2021-05-02-2021-05-08;49;443;58.5;354;79.9;14;3.2;61;13.8;14;3.2
24;2021-05-02-2021-05-08;59;407;56.9;339;83.3;8;2;52;12.8;8;2
24;2021-05-02-2021-05-08;69;246;62.8;197;80.1;10;4.1;31;12.6;8;3.3
24;2021-05-02-2021-05-08;79;150;61.5;116;77.3;5;3.3;24;16;5;3.3
24;2021-05-02-2021-05-08;89;113;62.8;85;75.2;4;3.5;15;13.3;9;8
24;2021-05-02-2021-05-08;90;48;61.5;40;83.3;0;0;5;10.4;3;6.2
24;2021-05-03-2021-05-09;09;209;61.8;158;75.6;5;2.4;41;19.6;5;2.4
24;2021-05-03-2021-05-09;19;489;61.1;362;74;18;3.7;86;17.6;23;4.7
24;2021-05-03-2021-05-09;29;474;58.1;378;79.7;19;4;68;14.3;9;1.9
24;2021-05-03-2021-05-09;39;444;60.5;365;82.2;17;3.8;52;11.7;10;2.3
24;2021-05-03-2021-05-09;49;446;58.5;356;79.8;14;3.1;62;13.9;14;3.1
24;2021-05-03-2021-05-09;59;409;57.2;341;83.4;9;2.2;51;12.5;8;2
24;2021-05-03-2021-05-09;69;243;62.8;195;80.2;10;4.1;30;12.3;8;3.3
24;2021-05-03-2021-05-09;79;147;62;113;76.9;5;3.4;24;16.3;5;3.4
24;2021-05-03-2021-05-09;89;107;63.7;77;72;4;3.7;17;15.9;9;8.4
24;2021-05-03-2021-05-09;90;48;61.5;39;81.2;0;0;6;12.5;3;6.2
24;2021-05-04-2021-05-10;09;205;60.5;150;73.2;5;2.4;46;22.4;4;2
24;2021-05-04-2021-05-10;19;447;60.7;323;72.3;17;3.8;87;19.5;20;4.5
24;2021-05-04-2021-05-10;29;449;57.5;355;79.1;17;3.8;67;14.9;10;2.2
24;2021-05-04-2021-05-10;39;419;58.4;332;79.2;17;4.1;58;13.8;12;2.9
24;2021-05-04-2021-05-10;49;426;59;342;80.3;11;2.6;58;13.6;15;3.5
24;2021-05-04-2021-05-10;59;381;57.8;306;80.3;10;2.6;56;14.7;9;2.4
24;2021-05-04-2021-05-10;69;245;61.7;195;79.6;10;4.1;34;13.9;6;2.4
24;2021-05-04-2021-05-10;79;135;62.5;106;78.5;5;3.7;20;14.8;4;3
24;2021-05-04-2021-05-10;89;94;62.3;68;72.3;4;4.3;15;16;7;7.4
24;2021-05-04-2021-05-10;90;41;58.6;30;73.2;1;2.4;7;17.1;3;7.3
24;2021-05-05-2021-05-11;09;219;62.2;156;71.2;5;2.3;53;24.2;5;2.3
24;2021-05-05-2021-05-11;19;418;59.5;309;73.9;12;2.9;82;19.6;15;3.6
24;2021-05-05-2021-05-11;29;429;58.2;323;75.3;16;3.7;74;17.2;16;3.7
