"reg_name","date","n_hospital_deaths","all_hosp_occupancy","icu_occupancy","general_beds_occupancy","new_hospital_admissions_allage","n_negatives_reg_both_sex","n_positives_reg_both_sex","n_tests_no_variant_dep_7day_allage","n_tests_other_variant_dep_7day","n_tests_sa_brazil_susp_dep_7day","n_tests_uk_susp_dep_7day_allage"
"French Guiana",2021-04-06,1,20,8,12,6,958,82,2,3,56,9
"Reunion",2021-04-06,1,174,55,92,19,5330,218,46,102,308,65
"Mayotte",2021-04-06,0,22,8,14,2,538,26,0,3,7,1
"Ile-de-France",2021-04-06,105,7850,1660,4237,539,118669,15602,1467,3752,1071,20275
"Centre-Val de Loire",2021-04-06,10,1113,187,534,90,18742,1613,273,504,65,4047
"Bourgogne-Franche-Comte",2021-04-06,22,1360,181,800,131,19910,2083,408,346,256,4962
"Normandy",2021-04-06,16,1583,214,866,128,27587,2414,447,705,133,5161
"Hauts-de-France",2021-04-06,45,3637,684,2137,219,55597,5512,1012,1475,319,15039
"Grand Est",2021-04-06,45,2722,483,1678,248,56529,4122,745,744,1235,7469
"Pays de la Loire",2021-04-06,17,915,134,588,88,27669,2041,508,342,478,6232
"Brittany",2021-04-06,14,809,119,466,70,21703,1365,184,336,114,3581
"Nouvelle-Aquitaine",2021-04-06,11,1258,255,716,99,44486,2813,421,520,208,6447
"Occitanie",2021-04-06,20,1841,395,988,211,52608,3825,736,902,330,10100
"Auvergne-Rhone-Alpes",2021-04-06,56,3745,630,2283,310,61153,6707,859,1403,408,14748
"Provence-Alpes-Cote d'Azur",2021-04-06,44,3311,558,1614,282,54661,4760,516,466,411,11969
"Corsica",2021-04-06,0,96,16,63,7,3601,108,4,35,0,340
"Guadeloupe",2021-04-07,1,74,17,47,4,826,111,5,8,2,107
"Martinique",2021-04-07,0,105,21,82,5,1337,170,1,4,0,342
"French Guiana",2021-04-07,0,25,9,16,7,850,84,3,2,63,12
"Reunion",2021-04-07,0,172,55,90,15,4248,213,46,92,316,76
"Mayotte",2021-04-07,0,21,8,13,0,723,23,1,3,6,3
"Ile-de-France",2021-04-07,98,7901,1709,4238,847,97918,11519,1443,3686,1120,20541
"Centre-Val de Loire",2021-04-07,12,1127,194,548,93,14087,1302,278,482,75,4170
"Bourgogne-Franche-Comte",2021-04-07,24,1353,181,798,124,15515,1437,403,372,253,5120
"Normandy",2021-04-07,18,1624,215,897,129,20995,1785,439,742,136,5233
"Hauts-de-France",2021-04-07,71,3708,706,2182,506,40876,3922,949,1457,308,15050
"Grand Est",2021-04-07,49,2711,485,1665,238,40957,2737,721,742,1192,7612
"Pays de la Loire",2021-04-07,2,939,137,603,91,22026,1654,476,367,441,6251
"Brittany",2021-04-07,8,786,124,440,48,17207,1146,164,366,116,3652
"Nouvelle-Aquitaine",2021-04-07,28,1266,257,719,156,31781,1989,420,557,208,6474
"Occitanie",2021-04-07,31,1846,396,1013,190,37599,2641,715,900,346,10198
"Auvergne-Rhone-Alpes",2021-04-07,45,3836,646,2372,398,46681,4926,834,1446,388,14997
"Provence-Alpes-Cote d'Azur",2021-04-07,34,3312,551,1625,277,39476,3187,462,492,409,12094
"Corsica",2021-04-07,0,98,18,60,3,2771,79,2,33,0,337
"Guadeloupe",2021-04-08,0,73,17,46,3,1012,146,5,8,1,110
"Martinique",2021-04-08,2,108,21,85,8,1382,199,1,5,0,358
"French Guiana",2021-04-08,0,31,9,19,8,956,75,4,1,82,10
"Reunion",2021-04-08,3,162,49,86,9,4244,140,38,85,311,76
"Mayotte",2021-04-08,0,24,7,17,4,495,11,1,2,3,2
"Ile-de-France",2021-04-08,82,7940,1723,4196,633,96245,10709,1538,3632,1195,20603
"Centre-Val de Loire",2021-04-08,13,1106,185,536,82,14090,1291,301,491,84,4198
"Bourgogne-Franche-Comte",2021-04-08,14,1332,188,764,76,15069,1384,405,344,229,5128
"Normandy",2021-04-08,16,1580,212,866,92,20578,1657,416,764,139,5319
"Hauts-de-France",2021-04-08,52,3655,700,2125,220,38821,3835,948,1441,282,15005
"Grand Est",2021-04-08,22,2686,478,1658,178,39651,2637,693,705,1148,7746
"Pays de la Loire",2021-04-08,11,909,135,585,47,22423,1718,450,366,419,6353
"Brittany",2021-04-08,7,778,126,431,43,17023,1054,178,358,120,3705
"Nouvelle-Aquitaine",2021-04-08,13,1276,252,734,108,33174,2082,422,551,221,6622
"Occitanie",2021-04-08,32,1825,401,980,146,37665,2552,731,882,348,10172
"Auvergne-Rhone-Alpes",2021-04-08,49,3731,646,2372,303,46702,4482,784,1452,380,14731
"Provence-Alpes-Cote d'Azur",2021-04-08,26,3246,538,1574,194,37450,2796,429,491,408,12043
"Corsica",2021-04-08,1,93,18,53,2,2452,70,2,26,1,333
"Guadeloupe",2021-04-09,1,101,18,71,34,1133,121,6,7,1,139
"Martinique",2021-04-09,1,102,23,77,11,1760,182,2,4,0,449
"French Guiana",2021-04-09,0,35,8,23,6,865,65,5,0,84,14
"Reunion",2021-04-09,1,162,43,90,9,5116,185,44,76,293,79
"Mayotte",2021-04-09,0,25,7,18,2,627,37,2,1,2,2
"Ile-de-France",2021-04-09,74,7907,1726,4144,588,105302,10967,1608,3712,1176,20556
"Centre-Val de Loire",2021-04-09,6,1088,193,510,62,14469,1284,287,500,81,4170
"Bourgogne-Franche-Comte",2021-04-09,11,1345,192,768,111,16569,1397,396,320,213,5188
"Normandy",2021-04-09,12,1561,224,825,95,23019,1828,396,829,144,5321
"Hauts-de-France",2021-04-09,45,3613,694,2072,210,42512,3888,943,1419,272,15024
"Grand Est",2021-04-09,27,2621,475,1602,127,41869,2852,730,784,1259,8581
"Pays de la Loire",2021-04-09,16,899,136,565,86,25038,1754,413,351,386,6471
"Brittany",2021-04-09,2,777,133,424,49,19190,1033,163,363,125,3677
"Nouvelle-Aquitaine",2021-04-09,13,1300,257,753,120,35716,1973,396,535,218,6563
"Occitanie",2021-04-09,28,1814,411,950,141,40737,2565,736,865,314,10045
"Auvergne-Rhone-Alpes",2021-04-09,37,3677,649,2319,258,49891,4590,721,1325,357,14438
"Provence-Alpes-Cote d'Azur",2021-04-09,23,3204,550,1533,201,41211,2977,398,497,378,11653
"Corsica",2021-04-09,2,95,18,51,10,2906,94,2,24,4,324
"Guadeloupe",2021-04-10,0,103,19,72,3,360,55,6,7,0,141
"Martinique",2021-04-10,2,101,22,77,14,651,57,3,4,0,444
"French Guiana",2021-04-10,0,35,8,22,2,535,52,5,0,86,18
"Reunion",2021-04-10,3,157,41,87,7,2368,100,44,81,289,81
"Mayotte",2021-04-10,0,25,7,18,0,207,14,2,1,2,2
"Ile-de-France",2021-04-10,55,7950,1736,4165,523,66083,7226,1664,3604,1195,20440
"Centre-Val de Loire",2021-04-10,3,1086,191,512,47,7576,807,283,483,85,4135
"Bourgogne-Franche-Comte",2021-04-10,25,1329,192,730,64,10261,940,389,321,202,5188
"Normandy",2021-04-10,13,1560,226,821,83,11438,1032,381,866,138,5299
"Hauts-de-France",2021-04-10,27,3601,688,2069,182,25222,2520,868,1406,281,14935
"Grand Est",2021-04-10,14,2593,487,1565,131,28713,1883,681,808,1187,8450
"Pays de la Loire",2021-04-10,4,885,134,556,54,15069,1318,405,358,372,6632
"Brittany",2021-04-10,1,769,134,411,45,11296,632,134,359,123,3659
"Nouvelle-Aquitaine",2021-04-10,3,1300,255,739,57,19189,1348,389,517,220,6722
"Occitanie",2021-04-10,26,1763,408,912,84,20345,1427,712,861,304,9958
"Auvergne-Rhone-Alpes",2021-04-10,15,3679,649,2321,188,27778,2750,706,1311,356,14506
"Provence-Alpes-Cote d'Azur",2021-04-10,15,3208,554,1516,163,21363,1763,384,500,369,11640
"Corsica",2021-04-10,1,94,18,50,2,1466,57,1,30,4,331
"Guadeloupe",2021-04-11,1,101,18,71,3,131,34,6,6,0,147
"Martinique",2021-04-11,0,114,24,88,18,72,9,4,4,0,445
"French Guiana",2021-04-11,0,35,8,22,0,74,2,5,0,86,18
"Reunion",2021-04-11,1,158,41,88,7,745,28,42,85,283,78
"Mayotte",2021-04-11,0,26,8,18,2,79,5,2,1,1,2
"Ile-de-France",2021-04-11,44,8023,1769,4217,373,14854,1635,1695,3600,1218,20504
"Centre-Val de Loire",2021-04-11,8,1114,191,542,55,1248,121,282,495,84,4127
"Bourgogne-Franche-Comte",2021-04-11,9,1348,198,746,47,1493,146,390,324,202,5197
"Normandy",2021-04-11,12,1589,226,849,67,2335,241,382,896,139,5328
"Hauts-de-France",2021-04-11,18,3647,695,2096,115,5430,597,839,1393,266,14946
"Grand Est",2021-04-11,22,2611,480,1590,124,5715,267,681,808,1177,8463
"Pays de la Loire",2021-04-11,6,905,139,569,45,3672,318,407,356,368,6597
"Brittany",2021-04-11,4,767,137,427,45,2065,117,134,365,122,3655
"Nouvelle-Aquitaine",2021-04-11,5,1319,256,754,48,2835,204,397,512,228,6741
"Occitanie",2021-04-11,16,1803,413,942,82,3629,265,711,860,296,10011
"Auvergne-Rhone-Alpes",2021-04-11,19,3721,653,2367,135,4499,507,709,1305,359,14493
"Provence-Alpes-Cote d'Azur",2021-04-11,10,3297,564,1594,137,4878,478,380,511,352,11655
"Corsica",2021-04-11,1,93,18,49,2,214,10,1,31,4,329
"Guadeloupe",2021-04-12,0,104,21,71,3,1116,159,5,7,0,183
"Martinique",2021-04-12,0,114,24,88,0,1686,134,5,3,0,505
"French Guiana",2021-04-12,0,37,9,23,5,999,101,5,0,109,21
"Reunion",2021-04-12,1,165,44,92,14,4559,200,44,104,341,91
"Mayotte",2021-04-12,0,28,8,20,2,517,30,2,2,0,2
"Ile-de-France",2021-04-12,105,8071,1758,4258,510,90561,13006,2054,4447,1506,24054
"Centre-Val de Loire",2021-04-12,8,1151,198,573,90,13396,1533,320,590,107,4844
"Bourgogne-Franche-Comte",2021-04-12,31,1388,191,804,136,15283,1645,449,348,245,6305
"Normandy",2021-04-12,17,1588,233,848,68,20647,2096,429,1028,156,6207
"Hauts-de-France",2021-04-12,53,3650,697,2105,176,37986,4774,944,1585,325,17739
"Grand Est",2021-04-12,36,2700,498,1654,187,45513,3570,797,956,1380,10442
"Pays de la Loire",2021-04-12,6,951,152,602,79,22288,2131,460,431,412,7604
"Brittany",2021-04-12,8,786,138,445,42,17180,1352,158,420,134,4293
"Nouvelle-Aquitaine",2021-04-12,13,1340,261,771,101,32244,2475,449,605,283,8173
"Occitanie",2021-04-12,17,1873,422,996,139,37830,3168,844,961,367,12067
"Auvergne-Rhone-Alpes",2021-04-12,56,3873,677,2493,364,45043,5703,807,1494,433,17657
"Provence-Alpes-Cote d'Azur",2021-04-12,32,3353,568,1645,252,41556,3921,455,640,408,13942
"Corsica",2021-04-12,2,90,17,44,4,2995,132,4,39,6,437
"Guadeloupe",2021-04-13,1,109,23,72,7,1078,143,4,8,1,204
"Martinique",2021-04-13,2,121,24,95,18,1390,122,5,4,0,496
"French Guiana",2021-04-13,1,44,11,28,11,905,83,4,2,106,23
"Reunion",2021-04-13,2,159,41,87,9,4959,123,38,89,350,93
"Mayotte",2021-04-13,0,15,6,9,0,629,27,2,2,0,2
"Ile-de-France",2021-04-13,78,8122,1777,4271,712,75522,9800,1898,4432,1510,22040
"Centre-Val de Loire",2021-04-13,8,1146,205,559,82,11618,1198,297,585,110,4571
"Bourgogne-Franche-Comte",2021-04-13,17,1353,181,794,104,12842,1255,405,309,231,5936
"Normandy",2021-04-13,12,1601,230,857,120,17570,1525,377,1016,152,5670
"Hauts-de-France",2021-04-13,38,3687,705,2133,329,31512,3268,861,1506,314,16543
"Grand Est",2021-04-13,26,2688,520,1621,206,34859,2520,695,932,1237,9802
"Pays de la Loire",2021-04-13,9,931,142,587,75,17981,1661,457,408,355,7447
"Brittany",2021-04-13,7,792,136,454,62,14349,1145,143,364,136,4050
"Nouvelle-Aquitaine",2021-04-13,12,1344,265,778,102,27631,1960,410,581,280,7734
"Occitanie",2021-04-13,29,1843,415,972,127,31358,2403,781,891,343,11277
"Auvergne-Rhone-Alpes",2021-04-13,47,3845,682,2461,290,34858,4239,698,1407,408,17059
"Provence-Alpes-Cote d'Azur",2021-04-13,34,3333,572,1639,239,33750,2687,420,623,377,12589
"Corsica",2021-04-13,1,93,17,46,8,2398,103,5,46,8,421
"Guadeloupe",2021-04-14,6,95,22,57,5,1052,147,3,9,1,211
"Martinique",2021-04-14,2,117,22,93,10,1254,140,7,4,0,480
"French Guiana",2021-04-14,0,42,11,28,6,948,86,3,2,102,24
"Reunion",2021-04-14,2,151,41,82,14,3927,139,52,102,328,76
"Mayotte",2021-04-14,0,15,6,9,0,525,26,1,2,0,0
"Ile-de-France",2021-04-14,75,8028,1784,4202,556,76771,8921,1822,4433,1467,20411
"Centre-Val de Loire",2021-04-14,8,1130,200,546,78,10762,1105,264,591,111,4359
"Bourgogne-Franche-Comte",2021-04-14,4,1356,179,789,71,11100,1124,384,257,217,5676
"Normandy",2021-04-14,11,1572,224,838,52,15708,1409,324,997,151,5069
"Hauts-de-France",2021-04-14,51,3592,703,2057,192,28851,3336,855,1433,327,15893
"Grand Est",2021-04-14,23,2662,504,1627,185,33397,2279,614,885,1197,9531
"Pays de la Loire",2021-04-14,10,916,143,589,90,17661,1548,431,380,341,7385
"Brittany",2021-04-14,2,803,139,448,52,13669,990,127,334,137,3892
"Nouvelle-Aquitaine",2021-04-14,14,1341,252,789,107,24844,1745,376,547,284,7578
"Occitanie",2021-04-14,21,1852,399,976,134,29231,2182,740,873,332,10867
"Auvergne-Rhone-Alpes",2021-04-14,39,3821,681,2428,332,34243,3899,627,1401,399,16570
"Provence-Alpes-Cote d'Azur",2021-04-14,28,3283,576,1598,186,30222,2489,436,618,376,11805
"Corsica",2021-04-14,1,92,16,45,2,2402,78,5,52,10,401
"Guadeloupe",2021-04-15,2,92,23,53,5,1235,134,1,7,1,220
"Martinique",2021-04-15,0,114,24,88,11,1351,116,6,2,0,454
"French Guiana",2021-04-15,0,41,12,26,4,988,92,4,3,96,26
"Reunion",2021-04-15,2,148,37,83,9,4295,121,53,110,321,66
"Mayotte",2021-04-15,0,12,6,6,0,387,17,1,2,0,0
"Ile-de-France",2021-04-15,89,7982,1773,4175,502,80557,8740,1670,4435,1435,18892
"Centre-Val de Loire",2021-04-15,9,1103,206,534,79,10758,1208,206,579,104,4219
"Bourgogne-Franche-Comte",2021-04-15,17,1356,176,803,103,10970,1238,357,252,206,5555
"Normandy",2021-04-15,22,1515,220,794,73,16087,1460,279,1006,154,4627
"Hauts-de-France",2021-04-15,39,3559,710,2013,260,29277,3379,774,1373,327,15307
"Grand Est",2021-04-15,32,2659,502,1616,160,31639,2217,561,855,1117,9275
"Pays de la Loire",2021-04-15,5,928,143,592,77,18704,1566,418,366,313,7230
"Brittany",2021-04-15,4,804,143,441,48,13444,915,100,325,137,3735
"Nouvelle-Aquitaine",2021-04-15,8,1321,257,758,84,25476,1787,319,542,275,7257
"Occitanie",2021-04-15,14,1871,409,968,146,29855,2012,660,858,322,10446
"Auvergne-Rhone-Alpes",2021-04-15,23,3796,694,2405,262,34540,3758,592,1359,369,16439
"Provence-Alpes-Cote d'Azur",2021-04-15,30,3274,573,1601,233,30843,2514,415,644,364,11325
"Corsica",2021-04-15,0,93,16,46,6,2208,73,5,50,10,412
"Guadeloupe",2021-04-16,3,110,21,73,24,1351,129,0,10,2,237
"Martinique",2021-04-16,0,107,31,74,9,1538,121,5,2,0,414
"French Guiana",2021-04-16,0,40,13,22,4,1259,91,3,3,104,21
"Reunion",2021-04-16,1,145,38,79,8,4516,165,45,111,312,67
"Mayotte",2021-04-16,0,12,6,6,0,525,22,3,3,6,0
"Ile-de-France",2021-04-16,85,7966,1784,4117,554,88681,8970,1591,4391,1651,18865
"Centre-Val de Loire",2021-04-16,8,1103,205,536,85,12928,1149,192,560,111,4166
"Bourgogne-Franche-Comte",2021-04-16,12,1332,177,793,109,12654,1135,330,237,192,5286
"Normandy",2021-04-16,10,1529,228,798,99,17842,1540,256,960,164,4171
"Hauts-de-France",2021-04-16,39,3486,693,1957,177,33627,3506,698,1308,345,14737
"Grand Est",2021-04-16,25,2666,493,1637,176,34542,2242,508,806,1040,9096
"Pays de la Loire",2021-04-16,12,895,136,565,53,20052,1534,406,353,290,7032
"Brittany",2021-04-16,7,797,136,437,42,15577,983,88,343,133,3701
"Nouvelle-Aquitaine",2021-04-16,21,1318,259,757,94,29335,1733,290,537,265,7135
"Occitanie",2021-04-16,14,1855,405,948,118,32822,2212,554,864,325,10095
"Auvergne-Rhone-Alpes",2021-04-16,36,3772,688,2361,263,39063,3824,567,1325,373,16425
"Provence-Alpes-Cote d'Azur",2021-04-16,33,3246,586,1543,225,34207,2721,383,676,332,11145
"Corsica",2021-04-16,0,93,15,46,4,2530,102,6,52,11,424
"Guadeloupe",2021-04-17,2,115,22,75,12,552,75,0,11,2,244
"Martinique",2021-04-17,1,105,26,77,7,538,37,4,3,0,403
"French Guiana",2021-04-17,1,39,11,23,2,582,45,3,3,111,20
"Reunion",2021-04-17,0,140,38,75,10,2370,90,41,111,302,72
"Mayotte",2021-04-17,0,14,6,8,2,254,5,3,3,6,0
"Ile-de-France",2021-04-17,46,7976,1782,4115,493,56900,5967,1506,4519,1723,19022
"Centre-Val de Loire",2021-04-17,5,1121,209,541,58,6360,633,190,536,108,4094
"Bourgogne-Franche-Comte",2021-04-17,6,1329,186,784,55,7671,755,331,244,187,5179
"Normandy",2021-04-17,15,1502,220,786,71,9334,919,262,950,171,4074
"Hauts-de-France",2021-04-17,14,3495,698,1953,120,21227,2279,705,1268,338,14570
"Grand Est",2021-04-17,17,2632,489,1594,99,24299,1484,501,755,997,8924
"Pays de la Loire",2021-04-17,5,873,134,545,71,11749,1056,387,336,295,6839
"Brittany",2021-04-17,4,801,130,445,46,9634,779,92,361,136,3799
"Nouvelle-Aquitaine",2021-04-17,9,1297,255,739,48,15786,1045,279,543,265,6966
"Occitanie",2021-04-17,13,1849,407,933,119,17100,1217,556,862,325,9958
"Auvergne-Rhone-Alpes",2021-04-17,30,3751,677,2350,130,22598,2461,543,1323,366,16279
"Provence-Alpes-Cote d'Azur",2021-04-17,20,3202,572,1510,126,17574,1449,381,686,325,10870
"Corsica",2021-04-17,1,88,15,42,2,1620,33,6,51,13,407
"Guadeloupe",2021-04-18,0,117,21,78,2,145,17,0,11,2,245
"Martinique",2021-04-18,0,121,26,93,18,198,11,3,3,0,408
"French Guiana",2021-04-18,0,40,11,24,1,111,8,3,4,114,20
"Reunion",2021-04-18,1,144,40,77,9,735,33,42,111,296,73
"Mayotte",2021-04-18,0,15,7,8,1,164,2,3,3,6,0
"Ile-de-France",2021-04-18,41,8147,1786,4255,374,12756,1581,1494,4537,1729,18966
"Centre-Val de Loire",2021-04-18,4,1151,204,576,51,1448,97,190,530,108,4090
"Bourgogne-Franche-Comte",2021-04-18,8,1358,190,812,53,1194,111,320,240,185,5160
"Normandy",2021-04-18,6,1538,219,822,59,2067,227,259,931,167,4086
"Hauts-de-France",2021-04-18,11,3518,715,1954,92,4747,518,711,1260,345,14536
"Grand Est",2021-04-18,15,2644,493,1605,78,5524,254,495,757,997,8943
"Pays de la Loire",2021-04-18,4,887,135,558,39,2942,288,382,335,292,6832
"Brittany",2021-04-18,4,810,127,455,32,1831,125,93,357,137,3834
"Nouvelle-Aquitaine",2021-04-18,8,1321,258,760,48,2396,166,270,543,260,6964
"Occitanie",2021-04-18,8,1868,402,957,55,3101,282,552,870,322,9939
"Auvergne-Rhone-Alpes",2021-04-18,14,3771,672,2379,84,3704,447,535,1319,361,16280
"Provence-Alpes-Cote d'Azur",2021-04-18,16,3251,572,1561,114,3855,395,380,696,330,10795
"Corsica",2021-04-18,0,88,15,42,1,269,18,6,50,13,411
"Guadeloupe",2021-04-19,0,121,22,81,5,1413,177,0,13,2,247
"Martinique",2021-04-19,0,134,28,104,16,1398,152,2,4,0,411
"French Guiana",2021-04-19,0,42,13,24,3,1308,161,3,4,122,20
"Reunion",2021-04-19,1,155,43,85,18,4839,200,51,120,310,76
"Mayotte",2021-04-19,0,15,7,8,0,521,45,3,2,6,0
"Ile-de-France",2021-04-19,98,8210,1784,4296,483,78466,11270,1379,4377,1969,19134
"Centre-Val de Loire",2021-04-19,12,1175,213,600,85,12317,1491,181,520,104,4109
"Bourgogne-Franche-Comte",2021-04-19,31,1370,202,817,98,12834,1618,320,280,197,5073
"Normandy",2021-04-19,27,1516,226,797,80,17103,1858,229,963,181,3870
"Hauts-de-France",2021-04-19,51,3575,699,2023,214,33343,4309,692,1246,354,13904
"Grand Est",2021-04-19,59,2682,511,1622,196,39514,3048,483,693,960,8664
"Pays de la Loire",2021-04-19,12,916,145,577,77,18881,1977,360,314,300,6748
"Brittany",2021-04-19,13,817,126,459,46,15626,1199,70,367,144,3867
"Nouvelle-Aquitaine",2021-04-19,26,1330,263,766,121,28501,2079,262,517,236,6819
"Occitanie",2021-04-19,26,1883,408,975,110,32613,2957,492,931,308,9679
"Auvergne-Rhone-Alpes",2021-04-19,55,3884,696,2458,318,37214,5101,521,1255,350,16151
"Provence-Alpes-Cote d'Azur",2021-04-19,36,3297,569,1611,190,36625,3521,343,698,348,10459
"Corsica",2021-04-19,0,92,15,47,6,2611,98,3,50,14,376
"Guadeloupe",2021-04-20,4,123,22,83,16,1235,160,1,11,1,254
"Martinique",2021-04-20,1,121,31,89,6,1218,120,2,4,1,401
"French Guiana",2021-04-20,0,54,14,32,17,1071,120,2,2,122,20
"Reunion",2021-04-20,2,151,40,86,17,4274,183,55,130,323,75
"Mayotte",2021-04-20,0,16,6,10,1,322,15,3,2,7,0
"Ile-de-France",2021-04-20,123,8131,1801,4142,723,65486,8546,1301,4105,2110,19296
"Centre-Val de Loire",2021-04-20,16,1145,211,574,76,10120,1047,180,554,103,3939
"Bourgogne-Franche-Comte",2021-04-20,20,1391,209,825,119,10805,1220,297,272,216,5118
"Normandy",2021-04-20,20,1543,225,826,122,14971,1528,248,900,180,3736
"Hauts-de-France",2021-04-20,41,3601,708,2025,279,27496,3105,623,1136,350,13510
"Grand Est",2021-04-20,33,2662,499,1612,197,31351,2291,487,663,916,8690
"Pays de la Loire",2021-04-20,4,912,148,569,66,16551,1422,330,329,308,6706
"Brittany",2021-04-20,8,818,131,459,60,12365,942,64,371,150,3873
"Nouvelle-Aquitaine",2021-04-20,19,1347,261,786,100,23906,1685,258,488,245,6722
"Occitanie",2021-04-20,21,1851,400,961,115,27723,2210,464,906,295,9577
"Auvergne-Rhone-Alpes",2021-04-20,31,3909,698,2463,274,29948,3559,512,1164,334,15793
"Provence-Alpes-Cote d'Azur",2021-04-20,29,3219,564,1554,204,30188,2439,314,708,333,10193
"Corsica",2021-04-20,2,92,16,49,12,2232,83,2,39,16,372
"Guadeloupe",2021-04-21,2,128,24,86,12,1302,146,2,9,1,264
"Martinique",2021-04-21,1,127,30,96,12,1251,86,1,3,2,351
"French Guiana",2021-04-21,0,56,12,36,3,1131,107,2,2,127,18
"Reunion",2021-04-21,0,152,39,86,10,3940,171,47,127,309,83
"Mayotte",2021-04-21,0,17,5,12,1,484,18,3,3,14,1
"Ile-de-France",2021-04-21,100,8032,1769,4070,597,64706,8002,1298,4074,2323,19742
"Centre-Val de Loire",2021-04-21,16,1155,213,582,82,9854,988,171,614,104,3759
"Bourgogne-Franche-Comte",2021-04-21,13,1365,210,801,72,9372,1046,283,276,207,5088
"Normandy",2021-04-21,12,1544,225,818,101,14296,1423,246,895,174,3722
"Hauts-de-France",2021-04-21,26,3592,712,2018,215,26134,3041,592,1106,355,13339
"Grand Est",2021-04-21,22,2682,503,1606,175,30245,2002,484,652,888,8642
"Pays de la Loire",2021-04-21,12,913,150,573,71,15417,1431,334,321,320,6578
"Brittany",2021-04-21,9,812,135,446,42,12582,918,62,364,132,3851
"Nouvelle-Aquitaine",2021-04-21,17,1334,266,773,78,21194,1671,238,480,230,6795
"Occitanie",2021-04-21,19,1875,395,996,146,25536,2055,452,877,273,9514
"Auvergne-Rhone-Alpes",2021-04-21,44,3841,687,2404,232,28438,3562,487,1066,354,15625
"Provence-Alpes-Cote d'Azur",2021-04-21,20,3235,568,1546,241,27563,2373,291,675,312,10143
"Corsica",2021-04-21,0,94,16,50,5,2181,72,3,36,15,392
"Guadeloupe",2021-04-22,0,135,25,92,25,1178,151,2,11,1,263
"Martinique",2021-04-22,0,125,32,90,6,1301,100,1,4,2,329
"French Guiana",2021-04-22,0,58,13,38,5,1055,112,0,2,144,23
"Reunion",2021-04-22,2,150,39,83,10,4864,171,53,137,317,99
"Mayotte",2021-04-22,0,17,5,12,0,482,24,3,3,14,1
"Ile-de-France",2021-04-22,61,7927,1767,4005,500,67427,7530,1255,4088,2523,20076
"Centre-Val de Loire",2021-04-22,8,1168,231,563,76,10158,1051,165,605,119,3627
"Bourgogne-Franche-Comte",2021-04-22,8,1357,220,801,79,9963,1048,268,278,213,5015
"Normandy",2021-04-22,15,1509,230,777,95,15373,1455,245,881,173,3725
"Hauts-de-France",2021-04-22,40,3558,716,1987,211,26266,2897,567,1058,362,13053
"Grand Est",2021-04-22,19,2678,507,1610,124,28532,1983,504,614,917,8700
"Pays de la Loire",2021-04-22,9,927,146,579,94,16184,1473,352,375,323,6463
"Brittany",2021-04-22,2,804,127,447,43,12143,883,57,363,126,3912
"Nouvelle-Aquitaine",2021-04-22,15,1333,268,768,94,22101,1557,234,483,230,6817
"Occitanie",2021-04-22,18,1874,407,982,126,25468,1899,461,898,262,9406
"Auvergne-Rhone-Alpes",2021-04-22,44,3801,688,2333,214,28288,3224,447,1010,328,15238
"Provence-Alpes-Cote d'Azur",2021-04-22,40,3126,546,1481,175,28410,2288,267,668,305,10000
"Corsica",2021-04-22,2,87,14,45,1,2096,63,3,37,15,370
"Guadeloupe",2021-04-23,2,154,27,106,27,1455,113,2,11,0,242
"Martinique",2021-04-23,1,117,35,79,10,1378,100,1,6,2,315
"French Guiana",2021-04-23,1,59,17,35,7,1334,85,0,2,139,22
"Reunion",2021-04-23,0,154,40,85,10,5134,169,59,144,327,93
"Mayotte",2021-04-23,0,18,5,13,0,586,25,3,1,12,4
"Ile-de-France",2021-04-23,72,7871,1766,3932,489,77746,7460,1177,4044,2525,19184
"Centre-Val de Loire",2021-04-23,13,1129,230,553,79,11798,993,147,609,119,3417
"Bourgogne-Franche-Comte",2021-04-23,11,1377,221,812,107,12160,1124,294,280,197,5070
"Normandy",2021-04-23,11,1496,234,772,87,17118,1397,240,834,161,3702
"Hauts-de-France",2021-04-23,50,3549,706,1992,221,30119,2899,531,1059,345,12774
"Grand Est",2021-04-23,33,2667,491,1607,147,32119,1997,495,557,920,8515
"Pays de la Loire",2021-04-23,9,930,157,574,63,18084,1364,328,388,345,6345
"Brittany",2021-04-23,4,818,126,460,63,14405,892,60,324,119,3863
"Nouvelle-Aquitaine",2021-04-23,11,1349,262,779,95,26171,1583,241,465,238,6744
"Occitanie",2021-04-23,13,1890,399,998,127,29564,2074,445,876,260,9358
"Auvergne-Rhone-Alpes",2021-04-23,43,3659,685,2189,206,34110,3670,456,1066,303,15074
"Provence-Alpes-Cote d'Azur",2021-04-23,28,3119,547,1480,193,31739,2264,249,610,325,9499
"Corsica",2021-04-23,3,82,14,40,1,2484,80,3,33,15,354
"Guadeloupe",2021-04-24,1,166,32,112,20,509,48,3,10,0,242
"Martinique",2021-04-24,2,114,33,77,10,499,26,2,5,2,306
"French Guiana",2021-04-24,2,58,14,37,5,646,41,0,2,128,23
"Reunion",2021-04-24,0,148,42,77,10,3058,85,60,159,325,88
"Mayotte",2021-04-24,0,18,5,13,0,146,10,3,1,12,4
"Ile-de-France",2021-04-24,50,7845,1769,3865,439,48157,4951,1205,4006,2536,18787
"Centre-Val de Loire",2021-04-24,7,1103,223,531,43,5617,572,145,620,116,3360
