"reg_name","date","n_hospital_deaths","all_hosp_occupancy","icu_occupancy","general_beds_occupancy","new_hospital_admissions_allage","n_negatives_reg_both_sex","n_positives_reg_both_sex","n_tests_no_variant_dep_7day_allage","n_tests_other_variant_dep_7day","n_tests_sa_brazil_susp_dep_7day","n_tests_uk_susp_dep_7day_allage"
"Grand Est",2020-10-12,2,313,50,NA,34,21507,1572,NA,NA,NA,NA
"Pays de la Loire",2020-10-12,3,220,27,NA,30,11738,1050,NA,NA,NA,NA
"Brittany",2020-10-12,0,207,24,NA,21,8950,738,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-10-12,7,432,63,NA,53,18098,1441,NA,NA,NA,NA
"Occitanie",2020-10-12,4,622,152,NA,69,24627,2872,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-10-12,19,1263,203,NA,202,34934,5744,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-10-12,11,918,195,NA,117,25008,2382,NA,NA,NA,NA
"Corsica",2020-10-12,0,33,7,NA,2,1535,130,NA,NA,NA,NA
"Guadeloupe",2020-10-13,3,187,23,NA,22,618,91,NA,NA,NA,NA
"Martinique",2020-10-13,0,52,19,NA,0,744,107,NA,NA,NA,NA
"French Guiana",2020-10-13,0,19,5,NA,4,508,22,NA,NA,NA,NA
"Reunion",2020-10-13,0,50,11,NA,3,1586,54,NA,NA,NA,NA
"Mayotte",2020-10-13,0,10,3,NA,0,196,27,NA,NA,NA,NA
"Ile-de-France",2020-10-13,27,2750,511,NA,354,51036,8188,NA,NA,NA,NA
"Centre-Val de Loire",2020-10-13,0,188,43,NA,20,7575,697,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-10-13,2,218,41,NA,48,8733,910,NA,NA,NA,NA
"Normandy",2020-10-13,1,382,66,NA,29,9881,980,NA,NA,NA,NA
"Hauts-de-France",2020-10-13,14,953,151,NA,144,23631,3129,NA,NA,NA,NA
"Grand Est",2020-10-13,3,322,54,NA,40,19274,1234,NA,NA,NA,NA
"Pays de la Loire",2020-10-13,4,226,31,NA,31,10750,864,NA,NA,NA,NA
"Brittany",2020-10-13,0,193,22,NA,15,8452,497,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-10-13,4,434,63,NA,62,15846,1137,NA,NA,NA,NA
"Occitanie",2020-10-13,11,631,159,NA,88,22982,2538,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-10-13,4,1342,224,NA,185,32269,5660,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-10-13,11,939,201,NA,123,22485,2060,NA,NA,NA,NA
"Corsica",2020-10-13,0,32,6,NA,0,1302,132,NA,NA,NA,NA
"Guadeloupe",2020-10-14,4,186,21,NA,6,515,65,NA,NA,NA,NA
"Martinique",2020-10-14,0,56,20,NA,4,665,98,NA,NA,NA,NA
"French Guiana",2020-10-14,0,19,5,NA,5,420,16,NA,NA,NA,NA
"Reunion",2020-10-14,0,51,11,NA,1,1336,54,NA,NA,NA,NA
"Mayotte",2020-10-14,0,9,3,NA,1,209,22,NA,NA,NA,NA
"Ile-de-France",2020-10-14,19,2729,524,NA,322,51225,7709,NA,NA,NA,NA
"Centre-Val de Loire",2020-10-14,3,195,44,NA,27,7631,680,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-10-14,5,241,40,NA,61,8911,933,NA,NA,NA,NA
"Normandy",2020-10-14,6,406,63,NA,57,9538,1066,NA,NA,NA,NA
"Hauts-de-France",2020-10-14,12,993,154,NA,112,25765,3435,NA,NA,NA,NA
"Grand Est",2020-10-14,5,336,59,NA,34,19716,1512,NA,NA,NA,NA
"Pays de la Loire",2020-10-14,4,230,32,NA,34,11105,930,NA,NA,NA,NA
"Brittany",2020-10-14,2,200,23,NA,16,8447,595,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-10-14,10,443,62,NA,46,16232,1168,NA,NA,NA,NA
"Occitanie",2020-10-14,11,660,164,NA,93,24020,2407,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-10-14,14,1432,237,NA,200,31288,5581,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-10-14,7,956,196,NA,113,22920,2131,NA,NA,NA,NA
"Corsica",2020-10-14,2,31,6,NA,1,1358,123,NA,NA,NA,NA
"Guadeloupe",2020-10-15,0,185,25,NA,8,614,81,NA,NA,NA,NA
"Martinique",2020-10-15,1,56,20,NA,1,824,97,NA,NA,NA,NA
"French Guiana",2020-10-15,0,18,5,NA,2,448,8,NA,NA,NA,NA
"Reunion",2020-10-15,0,47,11,NA,0,1229,50,NA,NA,NA,NA
"Mayotte",2020-10-15,0,9,3,NA,0,299,30,NA,NA,NA,NA
"Ile-de-France",2020-10-15,29,2794,543,NA,315,52670,8420,NA,NA,NA,NA
"Centre-Val de Loire",2020-10-15,2,211,48,NA,33,8561,712,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-10-15,0,265,43,NA,39,10188,1041,NA,NA,NA,NA
"Normandy",2020-10-15,2,416,64,NA,49,10337,1062,NA,NA,NA,NA
"Hauts-de-France",2020-10-15,10,1044,167,NA,151,27499,3801,NA,NA,NA,NA
"Grand Est",2020-10-15,2,376,67,NA,75,22187,1655,NA,NA,NA,NA
"Pays de la Loire",2020-10-15,1,252,34,NA,37,12714,1094,NA,NA,NA,NA
"Brittany",2020-10-15,1,201,25,NA,11,8885,690,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-10-15,9,441,64,NA,33,17103,1294,NA,NA,NA,NA
"Occitanie",2020-10-15,9,663,158,NA,72,24849,2671,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-10-15,18,1567,254,NA,261,33960,6431,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-10-15,4,1006,204,NA,116,24674,2455,NA,NA,NA,NA
"Corsica",2020-10-15,0,33,6,NA,4,1621,152,NA,NA,NA,NA
"Guadeloupe",2020-10-16,2,161,26,NA,16,397,36,NA,NA,NA,NA
"Martinique",2020-10-16,1,57,20,NA,6,1020,132,NA,NA,NA,NA
"French Guiana",2020-10-16,0,17,5,NA,0,424,20,NA,NA,NA,NA
"Reunion",2020-10-16,0,44,10,NA,1,1604,56,NA,NA,NA,NA
"Mayotte",2020-10-16,0,9,3,NA,0,240,19,NA,NA,NA,NA
"Ile-de-France",2020-10-16,21,2877,537,NA,292,54410,8377,NA,NA,NA,NA
"Centre-Val de Loire",2020-10-16,1,223,51,NA,37,8659,826,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-10-16,4,288,46,NA,43,10448,1202,NA,NA,NA,NA
"Normandy",2020-10-16,4,437,63,NA,47,11924,1272,NA,NA,NA,NA
"Hauts-de-France",2020-10-16,15,1108,176,NA,141,30186,3748,NA,NA,NA,NA
"Grand Est",2020-10-16,2,390,72,NA,32,26234,1773,NA,NA,NA,NA
"Pays de la Loire",2020-10-16,3,267,40,NA,41,13579,1145,NA,NA,NA,NA
"Brittany",2020-10-16,2,206,25,NA,21,10175,736,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-10-16,11,439,68,NA,38,19290,1431,NA,NA,NA,NA
"Occitanie",2020-10-16,13,711,170,NA,110,25907,2674,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-10-16,28,1693,264,NA,246,36570,7088,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-10-16,15,1059,209,NA,151,24882,2570,NA,NA,NA,NA
"Corsica",2020-10-16,0,35,6,NA,3,1916,121,NA,NA,NA,NA
"Guadeloupe",2020-10-17,4,165,23,NA,9,146,14,NA,NA,NA,NA
"Martinique",2020-10-17,1,56,17,NA,6,274,23,NA,NA,NA,NA
"French Guiana",2020-10-17,0,19,5,NA,1,266,12,NA,NA,NA,NA
"Reunion",2020-10-17,0,48,10,NA,6,925,35,NA,NA,NA,NA
"Mayotte",2020-10-17,0,9,3,NA,0,70,4,NA,NA,NA,NA
"Ile-de-France",2020-10-17,22,2982,562,NA,264,22919,3785,NA,NA,NA,NA
"Centre-Val de Loire",2020-10-17,2,229,53,NA,19,4216,472,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-10-17,1,286,48,NA,22,5610,698,NA,NA,NA,NA
"Normandy",2020-10-17,1,465,68,NA,46,4918,542,NA,NA,NA,NA
"Hauts-de-France",2020-10-17,3,1122,196,NA,75,14617,2022,NA,NA,NA,NA
"Grand Est",2020-10-17,5,400,63,NA,39,12770,909,NA,NA,NA,NA
"Pays de la Loire",2020-10-17,1,279,43,NA,29,7178,628,NA,NA,NA,NA
"Brittany",2020-10-17,2,210,30,NA,22,5378,424,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-10-17,4,451,66,NA,33,8179,700,NA,NA,NA,NA
"Occitanie",2020-10-17,10,726,177,NA,68,10076,1209,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-10-17,25,1798,275,NA,206,13850,2734,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-10-17,8,1115,221,NA,134,8210,849,NA,NA,NA,NA
"Corsica",2020-10-17,0,39,8,NA,7,644,40,NA,NA,NA,NA
"Guadeloupe",2020-10-18,1,158,25,NA,5,106,10,NA,NA,NA,NA
"Martinique",2020-10-18,0,60,15,NA,7,42,6,NA,NA,NA,NA
"French Guiana",2020-10-18,0,19,5,NA,0,76,12,NA,NA,NA,NA
"Reunion",2020-10-18,0,52,11,NA,5,323,21,NA,NA,NA,NA
"Mayotte",2020-10-18,1,10,3,NA,2,169,5,NA,NA,NA,NA
"Ile-de-France",2020-10-18,27,3054,580,NA,176,6988,984,NA,NA,NA,NA
"Centre-Val de Loire",2020-10-18,0,247,54,NA,21,1709,226,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-10-18,3,302,51,NA,28,1238,127,NA,NA,NA,NA
"Normandy",2020-10-18,3,486,70,NA,38,1884,259,NA,NA,NA,NA
"Hauts-de-France",2020-10-18,5,1182,201,NA,91,6181,1021,NA,NA,NA,NA
"Grand Est",2020-10-18,1,417,65,NA,25,1823,138,NA,NA,NA,NA
"Pays de la Loire",2020-10-18,1,311,50,NA,42,1559,135,NA,NA,NA,NA
"Brittany",2020-10-18,0,214,30,NA,11,1446,134,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-10-18,4,463,66,NA,31,1804,145,NA,NA,NA,NA
"Occitanie",2020-10-18,13,793,187,NA,90,2852,421,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-10-18,18,1929,289,NA,175,2864,704,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-10-18,8,1159,228,NA,84,2090,241,NA,NA,NA,NA
"Corsica",2020-10-18,0,41,9,NA,4,208,10,NA,NA,NA,NA
"Guadeloupe",2020-10-19,0,160,26,NA,2,668,71,NA,NA,NA,NA
"Martinique",2020-10-19,0,64,16,NA,4,956,147,NA,NA,NA,NA
"French Guiana",2020-10-19,0,18,5,NA,0,535,24,NA,NA,NA,NA
"Reunion",2020-10-19,0,53,11,NA,1,2476,89,NA,NA,NA,NA
"Mayotte",2020-10-19,0,9,3,NA,0,386,38,NA,NA,NA,NA
"Ile-de-France",2020-10-19,36,3168,621,NA,311,58840,10653,NA,NA,NA,NA
"Centre-Val de Loire",2020-10-19,2,269,56,NA,37,8917,1032,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-10-19,8,339,56,NA,59,12430,1576,NA,NA,NA,NA
"Normandy",2020-10-19,11,514,77,NA,63,11308,1550,NA,NA,NA,NA
"Hauts-de-France",2020-10-19,20,1269,228,NA,151,30023,4800,NA,NA,NA,NA
"Grand Est",2020-10-19,4,436,68,NA,45,28273,2990,NA,NA,NA,NA
"Pays de la Loire",2020-10-19,3,332,55,NA,36,14664,1624,NA,NA,NA,NA
"Brittany",2020-10-19,1,225,31,NA,29,11260,976,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-10-19,5,503,71,NA,70,20805,2150,NA,NA,NA,NA
"Occitanie",2020-10-19,13,849,199,NA,103,25809,3564,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-10-19,25,2123,311,NA,330,39009,9480,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-10-19,18,1266,247,NA,181,28514,3857,NA,NA,NA,NA
"Corsica",2020-10-19,0,43,9,NA,2,2165,157,NA,NA,NA,NA
"Guadeloupe",2020-10-20,6,162,24,NA,13,471,51,NA,NA,NA,NA
"Martinique",2020-10-20,0,67,16,NA,3,805,138,NA,NA,NA,NA
"French Guiana",2020-10-20,0,15,1,NA,1,450,19,NA,NA,NA,NA
"Reunion",2020-10-20,3,43,8,NA,1,1971,68,NA,NA,NA,NA
"Mayotte",2020-10-20,0,9,3,NA,1,271,40,NA,NA,NA,NA
"Ile-de-France",2020-10-20,38,3324,661,NA,457,52010,10601,NA,NA,NA,NA
"Centre-Val de Loire",2020-10-20,0,282,63,NA,43,8723,1225,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-10-20,3,384,57,NA,79,11161,1777,NA,NA,NA,NA
"Normandy",2020-10-20,6,529,82,NA,55,10302,1446,NA,NA,NA,NA
"Hauts-de-France",2020-10-20,24,1364,226,NA,223,26440,4612,NA,NA,NA,NA
"Grand Est",2020-10-20,5,521,74,NA,127,23353,2649,NA,NA,NA,NA
"Pays de la Loire",2020-10-20,3,353,57,NA,49,13399,1506,NA,NA,NA,NA
"Brittany",2020-10-20,2,237,30,NA,29,9544,992,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-10-20,6,540,70,NA,93,18503,1954,NA,NA,NA,NA
"Occitanie",2020-10-20,14,866,201,NA,97,24150,3576,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-10-20,34,2364,340,NA,449,37184,9601,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-10-20,18,1333,246,NA,221,25236,3525,NA,NA,NA,NA
"Corsica",2020-10-20,0,42,9,NA,2,1797,175,NA,NA,NA,NA
"Guadeloupe",2020-10-21,1,156,24,NA,1,452,47,NA,NA,NA,NA
"Martinique",2020-10-21,0,68,16,NA,6,999,143,NA,NA,NA,NA
"French Guiana",2020-10-21,0,10,2,NA,2,514,29,NA,NA,NA,NA
"Reunion",2020-10-21,0,37,10,NA,0,2007,82,NA,NA,NA,NA
"Mayotte",2020-10-21,0,9,3,NA,2,225,17,NA,NA,NA,NA
"Ile-de-France",2020-10-21,34,3515,672,NA,427,52828,10404,NA,NA,NA,NA
"Centre-Val de Loire",2020-10-21,1,311,61,NA,58,9058,1316,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-10-21,5,414,60,NA,65,10962,1982,NA,NA,NA,NA
"Normandy",2020-10-21,10,566,86,NA,80,10441,1556,NA,NA,NA,NA
"Hauts-de-France",2020-10-21,21,1418,231,NA,162,28471,5186,NA,NA,NA,NA
"Grand Est",2020-10-21,4,568,81,NA,85,25496,2805,NA,NA,NA,NA
"Pays de la Loire",2020-10-21,3,372,50,NA,46,13031,1713,NA,NA,NA,NA
"Brittany",2020-10-21,2,235,27,NA,24,9558,941,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-10-21,7,539,77,NA,72,20053,2261,NA,NA,NA,NA
"Occitanie",2020-10-21,13,944,221,NA,136,24601,3846,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-10-21,38,2534,360,NA,377,36483,10024,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-10-21,24,1420,250,NA,204,24742,3823,NA,NA,NA,NA
"Corsica",2020-10-21,1,46,8,NA,7,1790,157,NA,NA,NA,NA
"Guadeloupe",2020-10-22,2,148,23,NA,3,528,49,NA,NA,NA,NA
"Martinique",2020-10-22,0,68,16,NA,3,1076,163,NA,NA,NA,NA
"French Guiana",2020-10-22,0,19,2,NA,9,528,41,NA,NA,NA,NA
"Reunion",2020-10-22,0,38,11,NA,3,1875,89,NA,NA,NA,NA
"Mayotte",2020-10-22,0,8,3,NA,2,300,31,NA,NA,NA,NA
"Ile-de-France",2020-10-22,49,3685,703,NA,484,54721,11290,NA,NA,NA,NA
"Centre-Val de Loire",2020-10-22,6,336,65,NA,48,9721,1407,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-10-22,8,431,62,NA,74,12196,2080,NA,NA,NA,NA
"Normandy",2020-10-22,7,599,80,NA,93,10932,1705,NA,NA,NA,NA
"Hauts-de-France",2020-10-22,9,1536,246,NA,223,29802,5563,NA,NA,NA,NA
"Grand Est",2020-10-22,5,605,83,NA,81,29793,3451,NA,NA,NA,NA
"Pays de la Loire",2020-10-22,4,403,45,NA,62,14053,1859,NA,NA,NA,NA
"Brittany",2020-10-22,3,241,27,NA,27,9759,965,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-10-22,2,586,85,NA,77,21081,2557,NA,NA,NA,NA
"Occitanie",2020-10-22,21,957,211,NA,128,27179,4143,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-10-22,30,2717,375,NA,395,39587,10874,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-10-22,16,1580,262,NA,279,27967,4313,NA,NA,NA,NA
"Corsica",2020-10-22,0,52,11,NA,7,1949,156,NA,NA,NA,NA
"Guadeloupe",2020-10-23,0,155,23,NA,21,506,31,NA,NA,NA,NA
"Martinique",2020-10-23,0,72,17,NA,6,1066,152,NA,NA,NA,NA
"French Guiana",2020-10-23,0,19,2,NA,3,500,23,NA,NA,NA,NA
"Reunion",2020-10-23,1,43,12,NA,8,2083,77,NA,NA,NA,NA
"Mayotte",2020-10-23,0,10,3,NA,2,321,23,NA,NA,NA,NA
"Ile-de-France",2020-10-23,46,3908,730,NA,541,55624,11367,NA,NA,NA,NA
"Centre-Val de Loire",2020-10-23,4,359,75,NA,40,10760,1656,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-10-23,7,469,68,NA,82,12834,2354,NA,NA,NA,NA
"Normandy",2020-10-23,10,647,87,NA,101,12683,1971,NA,NA,NA,NA
"Hauts-de-France",2020-10-23,27,1614,251,NA,202,33087,6118,NA,NA,NA,NA
"Grand Est",2020-10-23,12,646,99,NA,95,33989,3799,NA,NA,NA,NA
"Pays de la Loire",2020-10-23,3,440,48,NA,67,15095,2073,NA,NA,NA,NA
"Brittany",2020-10-23,2,263,30,NA,41,11146,1210,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-10-23,5,629,87,NA,90,24874,2805,NA,NA,NA,NA
"Occitanie",2020-10-23,8,1027,219,NA,130,29600,4723,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-10-23,32,2969,402,NA,436,41968,11712,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-10-23,25,1662,269,NA,221,31718,4531,NA,NA,NA,NA
"Corsica",2020-10-23,2,53,10,NA,5,2074,204,NA,NA,NA,NA
"Guadeloupe",2020-10-24,3,164,23,NA,15,141,12,NA,NA,NA,NA
"Martinique",2020-10-24,2,66,16,NA,3,261,35,NA,NA,NA,NA
"French Guiana",2020-10-24,0,20,3,NA,5,227,6,NA,NA,NA,NA
"Reunion",2020-10-24,1,44,12,NA,5,1262,68,NA,NA,NA,NA
"Mayotte",2020-10-24,0,11,3,NA,2,99,9,NA,NA,NA,NA
"Ile-de-France",2020-10-24,41,3971,734,NA,341,22624,5136,NA,NA,NA,NA
"Centre-Val de Loire",2020-10-24,1,368,75,NA,29,5075,903,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-10-24,6,510,77,NA,84,6444,1241,NA,NA,NA,NA
"Normandy",2020-10-24,4,661,87,NA,49,5643,883,NA,NA,NA,NA
"Hauts-de-France",2020-10-24,15,1670,260,NA,165,17157,3338,NA,NA,NA,NA
"Grand Est",2020-10-24,4,721,95,NA,109,15734,1952,NA,NA,NA,NA
"Pays de la Loire",2020-10-24,2,447,48,NA,43,7026,1002,NA,NA,NA,NA
"Brittany",2020-10-24,2,275,32,NA,37,5199,637,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-10-24,4,671,89,NA,68,9723,1185,NA,NA,NA,NA
"Occitanie",2020-10-24,11,1041,236,NA,112,11556,1971,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-10-24,25,3185,416,NA,378,16344,4998,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-10-24,16,1761,275,NA,218,10140,1532,NA,NA,NA,NA
"Corsica",2020-10-24,0,51,10,NA,4,751,60,NA,NA,NA,NA
"Guadeloupe",2020-10-25,3,155,20,NA,1,129,12,NA,NA,NA,NA
"Martinique",2020-10-25,1,65,16,NA,3,69,10,NA,NA,NA,NA
"French Guiana",2020-10-25,0,20,3,NA,0,80,2,NA,NA,NA,NA
"Reunion",2020-10-25,1,46,13,NA,7,336,20,NA,NA,NA,NA
"Mayotte",2020-10-25,0,13,3,NA,1,59,3,NA,NA,NA,NA
"Ile-de-France",2020-10-25,23,4164,751,NA,298,6997,1281,NA,NA,NA,NA
"Centre-Val de Loire",2020-10-25,3,393,75,NA,30,1727,326,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-10-25,9,547,81,NA,57,1502,331,NA,NA,NA,NA
"Normandy",2020-10-25,3,674,93,NA,36,2334,366,NA,NA,NA,NA
"Hauts-de-France",2020-10-25,13,1755,269,NA,124,6759,1490,NA,NA,NA,NA
"Grand Est",2020-10-25,10,756,101,NA,61,2246,308,NA,NA,NA,NA
"Pays de la Loire",2020-10-25,4,491,50,NA,60,1654,211,NA,NA,NA,NA
"Brittany",2020-10-25,3,295,38,NA,30,1616,200,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-10-25,6,704,92,NA,49,2339,263,NA,NA,NA,NA
"Occitanie",2020-10-25,8,1128,248,NA,132,3418,681,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-10-25,20,3357,427,NA,255,3743,1269,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-10-25,9,1833,282,NA,147,1853,388,NA,NA,NA,NA
"Corsica",2020-10-25,0,58,13,NA,7,185,12,NA,NA,NA,NA
"Guadeloupe",2020-10-26,0,155,20,NA,0,633,64,NA,NA,NA,NA
"Martinique",2020-10-26,0,69,14,NA,5,991,142,NA,NA,NA,NA
"French Guiana",2020-10-26,0,18,3,NA,4,491,18,NA,NA,NA,NA
"Reunion",2020-10-26,0,49,14,NA,6,2500,131,NA,NA,NA,NA
"Mayotte",2020-10-26,0,14,4,NA,1,371,48,NA,NA,NA,NA
"Ile-de-France",2020-10-26,56,4410,785,NA,486,60126,14251,NA,NA,NA,NA
"Centre-Val de Loire",2020-10-26,8,415,81,NA,54,10082,1833,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-10-26,9,645,94,NA,130,15440,3135,NA,NA,NA,NA
"Normandy",2020-10-26,6,726,101,NA,77,12281,2285,NA,NA,NA,NA
"Hauts-de-France",2020-10-26,29,1916,296,NA,248,36527,7326,NA,NA,NA,NA
"Grand Est",2020-10-26,18,817,110,NA,116,35850,5260,NA,NA,NA,NA
"Pays de la Loire",2020-10-26,10,535,61,NA,87,16790,2666,NA,NA,NA,NA
"Brittany",2020-10-26,6,319,46,NA,37,12281,1516,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-10-26,5,760,99,NA,102,26125,3536,NA,NA,NA,NA
"Occitanie",2020-10-26,27,1193,247,NA,130,31985,5231,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-10-26,53,3691,472,NA,554,46274,14489,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-10-26,28,1966,303,NA,270,34691,6064,NA,NA,NA,NA
"Corsica",2020-10-26,2,63,11,NA,7,2406,279,NA,NA,NA,NA
"Guadeloupe",2020-10-27,3,146,17,NA,6,567,52,NA,NA,NA,NA
"Martinique",2020-10-27,0,73,16,NA,7,958,145,NA,NA,NA,NA
"French Guiana",2020-10-27,1,19,3,NA,6,469,28,NA,NA,NA,NA
"Reunion",2020-10-27,0,48,10,NA,3,2168,108,NA,NA,NA,NA
"Mayotte",2020-10-27,0,13,4,NA,0,229,18,NA,NA,NA,NA
"Ile-de-France",2020-10-27,50,4657,836,NA,633,53783,12533,NA,NA,NA,NA
"Centre-Val de Loire",2020-10-27,7,482,79,NA,110,11015,1924,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-10-27,17,686,97,NA,146,13998,2913,NA,NA,NA,NA
"Normandy",2020-10-27,27,799,106,NA,160,11901,2258,NA,NA,NA,NA
"Hauts-de-France",2020-10-27,24,1965,303,NA,232,33348,6273,NA,NA,NA,NA
"Grand Est",2020-10-27,8,881,120,NA,152,28030,4249,NA,NA,NA,NA
"Pays de la Loire",2020-10-27,4,594,69,NA,93,15137,2443,NA,NA,NA,NA
"Brittany",2020-10-27,3,348,50,NA,57,11049,1292,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-10-27,15,827,120,NA,150,23831,3302,NA,NA,NA,NA
"Occitanie",2020-10-27,18,1303,266,NA,222,29702,4667,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-10-27,66,3951,496,NA,644,42050,13391,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-10-27,45,2096,306,NA,359,31300,5154,NA,NA,NA,NA
"Corsica",2020-10-27,0,67,11,NA,8,2098,248,NA,NA,NA,NA
"Guadeloupe",2020-10-28,2,139,18,NA,11,506,49,NA,NA,NA,NA
"Martinique",2020-10-28,1,69,13,NA,5,997,142,NA,NA,NA,NA
"French Guiana",2020-10-28,0,18,3,NA,4,479,17,NA,NA,NA,NA
"Reunion",2020-10-28,0,54,10,NA,9,2166,87,NA,NA,NA,NA
"Mayotte",2020-10-28,0,13,5,NA,2,252,36,NA,NA,NA,NA
"Ile-de-France",2020-10-28,44,4893,852,NA,588,53627,10903,NA,NA,NA,NA
"Centre-Val de Loire",2020-10-28,3,549,85,NA,94,9952,1743,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-10-28,10,773,100,NA,150,13356,2625,NA,NA,NA,NA
"Normandy",2020-10-28,13,853,107,NA,113,12530,2163,NA,NA,NA,NA
"Hauts-de-France",2020-10-28,26,2132,328,NA,324,33045,5957,NA,NA,NA,NA
"Grand Est",2020-10-28,10,971,127,NA,151,29404,4276,NA,NA,NA,NA
"Pays de la Loire",2020-10-28,8,634,81,NA,98,16402,2414,NA,NA,NA,NA
"Brittany",2020-10-28,3,375,53,NA,51,10985,1243,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-10-28,8,866,122,NA,125,24606,3034,NA,NA,NA,NA
"Occitanie",2020-10-28,30,1371,284,NA,179,27760,4457,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-10-28,56,4250,519,NA,654,40082,12420,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-10-28,29,2150,315,NA,254,29713,4688,NA,NA,NA,NA
"Corsica",2020-10-28,1,74,14,NA,9,2048,218,NA,NA,NA,NA
"Guadeloupe",2020-10-29,1,138,19,NA,5,818,55,NA,NA,NA,NA
"Martinique",2020-10-29,0,67,13,NA,3,1107,133,NA,NA,NA,NA
"French Guiana",2020-10-29,0,20,3,NA,4,489,18,NA,NA,NA,NA
"Reunion",2020-10-29,1,57,11,NA,7,2227,95,NA,NA,NA,NA
"Mayotte",2020-10-29,0,13,5,NA,1,114,13,NA,NA,NA,NA
"Ile-de-France",2020-10-29,56,5062,855,NA,537,53331,10404,NA,NA,NA,NA
"Centre-Val de Loire",2020-10-29,11,572,88,NA,79,10876,1631,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-10-29,0,808,102,NA,107,13287,2619,NA,NA,NA,NA
"Normandy",2020-10-29,7,916,116,NA,102,12168,1972,NA,NA,NA,NA
